,id,pred_label,probs
7255,7255,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7256,7256,per:title,"[0, 0.00047179597, 1.6302398e-05, 3.9568407e-05, 0.99534374, 5.2727664e-05, 0.00070068217, 1.6754317e-05, 0.00012743246, 2.8723582e-05, 2.7731314e-05, 0.00012196857, 0.00017343694, 2.6747188e-05, 0.0015836443, 0.000382072, 8.499201e-05, 0.00010369676, 2.4425046e-05, 3.5503544e-05, 5.8335718e-05, 0.00021213654, 4.1346022e-05, 2.3743023e-05, 3.684581e-05, 6.655645e-05, 3.7316557e-05, 4.034882e-05, 7.752793e-05, 4.375548e-05]"
7257,7257,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7258,7258,org:members,"[0, 0.00091052754, 0.98977715, 0.003755649, 5.5759923e-05, 0.0006846227, 0.00015098027, 0.0013378108, 0.00012751116, 0.00043837167, 0.000111816174, 7.88648e-05, 5.1468873e-05, 0.00012202899, 6.374205e-05, 4.9836653e-05, 9.568815e-05, 8.86268e-05, 8.967151e-05, 0.00041241574, 0.0004396579, 4.6634683e-05, 0.00017091607, 0.00014871213, 8.975912e-05, 8.0813916e-05, 6.082309e-05, 0.00016217603, 0.00029517233, 0.00010280889]"
7259,7259,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7260,7260,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7261,7261,org:political/religious_affiliation,"[0, 0.0052851536, 0.011521312, 0.0017608218, 0.00020057186, 0.00070460845, 0.00048705624, 0.00041864047, 0.0005980665, 0.001010908, 0.0002610846, 0.000108623884, 0.0001020427, 0.00027016268, 0.00030301133, 0.00010244209, 0.0002426457, 0.00024005311, 0.0015661073, 0.9554356, 0.0034492053, 0.00040398104, 0.00094653544, 0.0004519957, 0.0003440281, 0.00043574255, 0.00034085123, 0.00034944576, 0.0016008997, 0.011058318]"
7262,7262,per:employee_of,"[0, 0.00039984187, 0.0009684654, 0.00035307463, 0.0023334594, 0.00013062032, 0.9703195, 0.00013782787, 0.0015850773, 0.00044774698, 0.00019238562, 0.003121668, 0.00054802216, 0.0001475792, 0.0003360026, 0.013027708, 0.00030563527, 0.00010536716, 0.00016208405, 0.00016608989, 7.4062686e-05, 0.00017645677, 0.00017993707, 0.0019477755, 0.00029972373, 0.0001738908, 0.0007458185, 0.0005515792, 0.0005835446, 0.00047901558]"
7263,7263,org:members,"[0, 0.0027033512, 0.7219057, 0.25144064, 0.00041518005, 0.0032465656, 0.00032113976, 0.0013346667, 0.0016569693, 0.0030084522, 0.00030853564, 0.0002964262, 0.00021163948, 0.000337539, 0.0001757983, 0.000205128, 0.00047880353, 0.00035339256, 0.0003252427, 0.0016012917, 0.003472867, 0.00022484946, 0.00094722945, 0.0005532564, 0.00033523949, 0.000299043, 0.00026416237, 0.0005663766, 0.0025321343, 0.00047833624]"
7264,7264,per:origin,"[0, 0.00030082965, 0.0001430766, 6.6212706e-05, 0.0003465065, 0.0001914058, 0.010563267, 0.0002246519, 0.00016516332, 0.00022030674, 0.00034871302, 0.02394458, 0.0010191854, 0.0008428742, 0.00043791838, 0.8950108, 0.00024601005, 0.00012775302, 0.00021446902, 0.00013336205, 0.00013297192, 0.00028095226, 0.00010539509, 0.00028705364, 0.00015008949, 0.00021562405, 0.06308557, 0.00059521175, 0.0002915741, 0.0003084151]"
7265,7265,org:top_members/employees,"[0, 0.99562377, 0.00043774326, 0.00060596835, 0.00010765402, 0.0002834575, 2.8872295e-05, 8.592361e-05, 6.690104e-05, 0.00069542497, 6.0263243e-05, 4.325788e-05, 1.5289104e-05, 3.761982e-05, 3.6928228e-05, 3.551353e-05, 5.8238267e-05, 3.707276e-05, 8.590263e-05, 0.00016493612, 0.00052084925, 4.6227997e-05, 0.00025051707, 9.009115e-05, 4.743994e-05, 6.487438e-05, 2.7712036e-05, 4.476198e-05, 0.00036290186, 3.39535e-05]"
7266,7266,per:spouse,"[0, 0.0010484819, 0.00048190882, 0.00071430474, 0.0011128382, 0.0003241708, 0.001159431, 0.00044007038, 0.00074493856, 0.00072661694, 0.020471284, 0.001357168, 0.002531194, 0.008934512, 0.13799621, 0.0006273012, 0.391582, 0.40401217, 0.0006580484, 0.00070048874, 0.00072697183, 0.017578548, 0.0010675965, 0.0005434143, 0.000807834, 0.0004584954, 0.00061396783, 0.0011193779, 0.0009706347, 0.000489976]"
7267,7267,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7268,7268,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7269,7269,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7270,7270,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7271,7271,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7272,7272,per:spouse,"[0, 0.0013208127, 0.00081214134, 0.0018599179, 0.16378585, 0.0016056999, 0.0072332374, 0.0009024769, 0.02024159, 0.0013221031, 0.0076528885, 0.0046066437, 0.021865016, 0.024060968, 0.0149252135, 0.00939026, 0.018611042, 0.65032095, 0.00070629, 0.0007696712, 0.00082493067, 0.034465745, 0.0016278035, 0.00062634965, 0.0016959569, 0.0013067003, 0.0017404194, 0.0017395698, 0.0011644753, 0.0028153402]"
7273,7273,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7274,7274,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7275,7275,org:place_of_headquarters,"[0, 0.0017921731, 0.012935705, 0.0008723698, 0.0001008117, 0.0021979616, 0.0001713191, 0.8998057, 0.0002070543, 0.000855079, 0.00028929694, 0.0005485202, 9.8284254e-05, 0.00019546157, 0.00019337313, 0.00034827786, 0.00032958185, 0.00010290048, 0.00035968443, 0.0026409116, 0.07357259, 0.00019622658, 0.00037749863, 0.00025368822, 0.00013407652, 0.00015629276, 0.00016443449, 0.00014398365, 0.00079965254, 0.00015705779]"
7276,7276,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7277,7277,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7278,7278,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7279,7279,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7280,7280,org:place_of_headquarters,"[0, 0.00042213412, 0.0008246844, 0.00027265013, 6.1396e-05, 0.00029192228, 6.5037355e-05, 0.92672753, 9.407594e-05, 0.00025940346, 0.00016018492, 0.00028004582, 5.170061e-05, 0.00010058438, 8.507357e-05, 0.00015754755, 0.00013822295, 0.000102468104, 0.00013357837, 0.0002812191, 0.06845597, 0.00013067531, 0.00020902256, 6.9502865e-05, 8.8808745e-05, 7.860339e-05, 0.00011656603, 0.000135285, 0.00014156994, 6.4531225e-05]"
7281,7281,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7282,7282,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7283,7283,per:origin,"[0, 0.00038727425, 7.1463845e-05, 7.7800876e-05, 0.0011349324, 0.00013390377, 0.028107764, 0.00015994911, 0.00022811186, 0.00027181703, 0.00025077668, 0.033313666, 0.0015109007, 0.0005477215, 0.00048244148, 0.8933962, 0.0002495552, 0.00014281849, 0.0002620429, 0.00013627835, 0.00013734719, 0.00022337236, 0.00011782397, 0.00035486263, 0.00023835988, 0.0004208957, 0.036303174, 0.00045928243, 0.00044228107, 0.00043712836]"
7284,7284,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7285,7285,per:origin,"[0, 0.00013481181, 8.049981e-05, 5.619793e-05, 0.0003414083, 7.3367526e-05, 0.01568901, 0.00026472314, 0.00012602711, 0.00018034929, 0.00027027406, 0.051845755, 0.00039648646, 0.00039435358, 0.00025433325, 0.9118363, 0.00022932264, 0.00013454877, 0.00015554673, 9.930698e-05, 0.00016802196, 0.0001880838, 0.00010126563, 0.00019885019, 0.00022390102, 0.00020416304, 0.015325576, 0.0006244297, 0.00021333511, 0.00018955897]"
7286,7286,org:place_of_headquarters,"[0, 0.00011416324, 0.00044090333, 0.00015416821, 3.9056034e-05, 0.00020882803, 2.0361182e-05, 0.9920964, 6.627456e-05, 9.720895e-05, 7.616989e-05, 0.000107574226, 3.3017204e-05, 6.1865234e-05, 4.281097e-05, 9.9660065e-05, 6.524706e-05, 6.71213e-05, 0.0001308249, 9.9320016e-05, 0.0053399215, 8.85746e-05, 0.00012354541, 4.434281e-05, 3.970984e-05, 4.9083017e-05, 9.602952e-05, 7.752065e-05, 8.211836e-05, 3.818858e-05]"
7287,7287,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7288,7288,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7289,7289,per:title,"[0, 7.0264694e-05, 1.2213154e-05, 2.7122542e-05, 0.9956065, 2.5429554e-05, 0.0010327843, 1.6148231e-05, 0.00027286002, 1.7072596e-05, 3.4979417e-05, 0.00010279139, 0.0001516842, 2.8120476e-05, 0.0011910513, 0.0005127654, 7.273447e-05, 0.00016785812, 3.0703868e-05, 2.6858963e-05, 1.908309e-05, 0.0001791208, 3.443711e-05, 2.4217703e-05, 4.606946e-05, 4.7300342e-05, 4.7300342e-05, 5.808107e-05, 5.6735622e-05, 8.767028e-05]"
7290,7290,per:place_of_residence,"[0, 0.0005092298, 0.00034709502, 0.00013349076, 0.0010568013, 0.00018281693, 0.018484656, 0.0014184406, 0.00026444305, 0.00041521556, 0.0005274509, 0.52153933, 0.0005711464, 0.00042340497, 0.0009873344, 0.42733404, 0.00046843776, 0.00050898123, 0.00031835682, 0.00025085913, 0.0004772106, 0.00020374796, 0.00034913476, 0.00045203458, 0.0006076853, 0.0003014142, 0.017195977, 0.0035904197, 0.0006178581, 0.00046298033]"
7291,7291,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7292,7292,per:alternate_names,"[0, 1.2757661e-05, 1.3461623e-05, 5.8617563e-05, 0.0001358912, 0.0001686246, 0.00034447803, 1.5403712e-05, 9.10995e-05, 1.8726152e-05, 4.1282896e-05, 3.0469842e-05, 0.99820113, 4.9469512e-05, 3.5019242e-05, 5.334584e-05, 6.254678e-05, 3.204145e-05, 2.5137344e-05, 2.550828e-05, 2.2368538e-05, 6.984841e-05, 2.252197e-05, 3.4712804e-05, 3.379298e-05, 9.0368485e-05, 0.00021662402, 3.8573955e-05, 2.1260994e-05, 3.4848665e-05]"
7293,7293,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7294,7294,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7295,7295,per:title,"[0, 0.00024264787, 1.6098415e-05, 3.6777732e-05, 0.9954471, 2.7734193e-05, 0.0007825124, 1.7019926e-05, 0.00019988928, 1.9589814e-05, 2.7464666e-05, 9.250578e-05, 0.000100492245, 2.1790087e-05, 0.0017772496, 0.00035477866, 8.3974664e-05, 0.000121891935, 3.0639054e-05, 3.0819105e-05, 3.0909527e-05, 0.00012746127, 3.6670146e-05, 2.6464151e-05, 4.1654286e-05, 7.221858e-05, 3.8205464e-05, 4.371731e-05, 9.980154e-05, 5.1991698e-05]"
7296,7296,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7297,7297,per:title,"[0, 0.00026972833, 2.0456766e-05, 4.916917e-05, 0.99189866, 3.0233141e-05, 0.0015446189, 2.8345989e-05, 0.00044732017, 2.8429156e-05, 3.3432374e-05, 0.00013553895, 0.0001308617, 3.8367856e-05, 0.003612451, 0.0005627113, 0.00012949608, 0.00020345257, 4.0248455e-05, 4.1770105e-05, 3.9124592e-05, 0.00018574382, 4.8953567e-05, 3.904825e-05, 5.068045e-05, 5.4239605e-05, 4.659792e-05, 6.5074986e-05, 0.00014494025, 8.029805e-05]"
7298,7298,per:other_family,"[0, 0.00031670916, 0.00045189628, 0.00029091263, 0.0010557043, 0.00084096193, 0.00095386576, 0.0003991867, 0.0012602393, 0.00042039173, 0.0055755596, 0.00030398194, 0.007502736, 0.9222268, 0.010265043, 0.0021406668, 0.002015886, 0.0016665425, 0.0005819487, 0.0004960687, 0.00021200646, 0.03262224, 0.0014869655, 0.00094528816, 0.0018983787, 0.00045811702, 0.0011246147, 0.0010800802, 0.0007804257, 0.0006267834]"
7299,7299,per:title,"[0, 0.00012831435, 1.7544438e-05, 3.2697404e-05, 0.9964982, 3.1753367e-05, 0.000865385, 1.510949e-05, 0.00011754681, 2.0411617e-05, 2.5727217e-05, 8.956146e-05, 0.00016899576, 2.1183308e-05, 0.0010706971, 0.0002709791, 7.515638e-05, 6.345821e-05, 2.2815322e-05, 2.8477432e-05, 3.272935e-05, 0.00012580182, 3.0761392e-05, 2.1770533e-05, 3.411633e-05, 3.696066e-05, 3.203368e-05, 4.0553725e-05, 4.235492e-05, 3.8829126e-05]"
7300,7300,per:title,"[0, 0.00040130384, 4.7579153e-05, 4.7952322e-05, 0.99029094, 5.895357e-05, 0.0031765995, 3.3378186e-05, 0.00017011992, 4.109598e-05, 4.540034e-05, 0.00025309916, 0.0001236673, 4.1783933e-05, 0.0035995585, 0.0005365964, 0.00015638977, 0.00011856728, 5.9271064e-05, 5.7644178e-05, 5.736339e-05, 0.00016670734, 5.7700494e-05, 4.22352e-05, 5.7251465e-05, 7.319e-05, 6.726137e-05, 6.142186e-05, 9.6606556e-05, 6.0263268e-05]"
7301,7301,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7302,7302,per:title,"[0, 0.00034668992, 2.3294922e-05, 3.38443e-05, 0.9967925, 3.296358e-05, 0.00075208157, 1.4720646e-05, 9.524366e-05, 2.0983643e-05, 1.9031337e-05, 8.5511456e-05, 6.425656e-05, 2.1840855e-05, 0.000819572, 0.0002463206, 5.2791525e-05, 6.41077e-05, 2.4436722e-05, 3.057578e-05, 4.078417e-05, 0.0001158434, 3.087583e-05, 2.5114132e-05, 3.7848335e-05, 4.6214518e-05, 2.944754e-05, 3.6665955e-05, 5.5595843e-05, 4.082402e-05]"
7303,7303,org:member_of,"[0, 0.0013209693, 0.0010247612, 0.0010069053, 0.0002499663, 0.00024693352, 0.00015155673, 0.00029288308, 9.691327e-05, 8.884581e-05, 5.8096048e-05, 6.765637e-05, 3.1493873e-05, 4.2837342e-05, 6.190335e-05, 8.594428e-05, 6.4810825e-05, 4.5377998e-05, 0.0001018125, 0.0003234015, 0.99367756, 5.8494552e-05, 0.00014052684, 0.00019185187, 0.000105764906, 0.00012993437, 4.7555735e-05, 4.618271e-05, 0.00020355637, 3.5513403e-05]"
7304,7304,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7305,7305,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7306,7306,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7307,7307,org:place_of_headquarters,"[0, 0.00435776, 0.22636606, 0.0023611884, 0.00016505452, 0.002291897, 0.00030151353, 0.73644966, 0.00032095952, 0.0011317357, 0.0008588273, 0.0017007001, 0.000117844, 0.00053987326, 0.00023945035, 0.00044976143, 0.00028911448, 0.00019619861, 0.00023642968, 0.001473991, 0.015769709, 0.0002502077, 0.0005655061, 0.00037159305, 0.00026068353, 0.00019812398, 0.00038301447, 0.0010175509, 0.0011280807, 0.00020742949]"
7308,7308,org:member_of,"[0, 0.0007411132, 0.0011475785, 0.0005942667, 0.00012154592, 0.0010216746, 0.00013506564, 0.4227723, 0.00014168587, 0.00034684435, 0.00020464734, 0.00041552391, 0.00011373666, 0.00014433936, 0.00022487092, 0.00026522158, 0.00025668528, 0.0001483406, 0.00016484072, 0.00065691065, 0.5689023, 0.00021731475, 0.00024576942, 0.00011700377, 0.00018551649, 0.0001550048, 0.00014921233, 0.00016212669, 0.00018121899, 6.7255256e-05]"
7309,7309,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7310,7310,per:product,"[0, 0.00023754669, 0.00023546803, 0.029716738, 0.023370536, 0.0002181981, 0.014064636, 0.00011979644, 0.9030456, 0.00026917565, 0.00043098247, 0.00091194443, 0.012411999, 0.00047149626, 0.002147424, 0.0033767233, 0.00081806065, 0.0007934725, 0.00023870943, 0.0003336885, 0.00014677766, 0.0009085, 0.000323422, 0.00031996635, 0.0008325678, 0.00032595862, 0.0005533924, 0.001010972, 0.00055582967, 0.0018105214]"
7311,7311,org:top_members/employees,"[0, 0.9879419, 0.0015950627, 0.0021994384, 0.0004054669, 0.0013777182, 0.000105360006, 0.000105617546, 0.00010246805, 0.0022915255, 0.00013488915, 8.569891e-05, 3.3988952e-05, 7.585092e-05, 5.4208205e-05, 7.70454e-05, 0.00015777841, 6.172661e-05, 9.293449e-05, 0.00031720742, 0.000524201, 5.436725e-05, 0.00036819174, 0.00017455954, 9.5324365e-05, 0.00018994576, 5.003657e-05, 6.772725e-05, 0.0011993223, 6.0473627e-05]"
7312,7312,org:product,"[0, 0.00018717384, 0.00063567923, 0.99563843, 0.00011882978, 0.0005228955, 2.3064342e-05, 8.789812e-05, 0.00069069746, 0.000117474054, 6.0440947e-05, 3.973503e-05, 8.161065e-05, 5.4046803e-05, 4.6727953e-05, 1.9027877e-05, 7.783541e-05, 0.00011678775, 0.00015048105, 0.00013830005, 0.00029089308, 4.3385433e-05, 0.00016448366, 5.008284e-05, 0.000102788414, 0.00010206323, 5.554503e-05, 0.00010161569, 0.00018001432, 0.000102088154]"
7313,7313,per:title,"[0, 0.0010488301, 3.869173e-05, 4.9487473e-05, 0.99345714, 5.5288197e-05, 0.001586829, 1.9360657e-05, 0.00015908587, 3.3813503e-05, 2.8307473e-05, 0.000113950606, 9.238708e-05, 3.2076572e-05, 0.0019903297, 0.0003347355, 6.0692568e-05, 0.000108011445, 4.05882e-05, 5.4165906e-05, 7.925471e-05, 0.00013158933, 5.5180317e-05, 8.064049e-05, 5.3430394e-05, 4.8577716e-05, 3.5994286e-05, 4.777791e-05, 9.055593e-05, 7.324496e-05]"
7314,7314,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7315,7315,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7316,7316,per:title,"[0, 0.00028617482, 2.0409041e-05, 3.142547e-05, 0.9953999, 2.8894005e-05, 0.00148778, 1.738872e-05, 0.00015908598, 2.7517055e-05, 2.6827176e-05, 0.00010295212, 8.892921e-05, 2.6932174e-05, 0.0010653471, 0.00036459617, 7.054228e-05, 0.00012705133, 3.054797e-05, 3.161014e-05, 3.701017e-05, 0.00016700581, 4.1429194e-05, 2.6932174e-05, 4.819971e-05, 6.497073e-05, 3.903331e-05, 3.9764327e-05, 8.2220984e-05, 5.9620495e-05]"
7317,7317,org:top_members/employees,"[0, 0.9881633, 0.00030732923, 0.000773003, 9.359293e-05, 0.00031879262, 3.27901e-05, 0.00020835591, 0.000108941415, 0.00061089883, 0.00010229103, 7.436417e-05, 2.169411e-05, 4.6786532e-05, 3.4904882e-05, 5.7660927e-05, 8.005427e-05, 4.4080833e-05, 0.00012396021, 0.00023054454, 0.00042543618, 4.8366073e-05, 0.00026467576, 0.00013899844, 6.1861145e-05, 7.9044374e-05, 5.158607e-05, 6.4766646e-05, 0.0073699467, 6.1921586e-05]"
7318,7318,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7319,7319,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7320,7320,per:title,"[0, 0.0011446453, 3.7888476e-05, 6.301899e-05, 0.99493057, 6.8073256e-05, 0.0008440085, 2.46545e-05, 0.00016737598, 3.0060188e-05, 3.174989e-05, 9.4891846e-05, 7.3121155e-05, 2.3342414e-05, 0.0013174786, 0.00023494562, 9.940939e-05, 9.28409e-05, 3.521263e-05, 4.743007e-05, 8.338474e-05, 0.00014354924, 4.1979696e-05, 3.0118958e-05, 3.531594e-05, 4.2599157e-05, 3.38306e-05, 4.701503e-05, 0.00013640834, 4.5147724e-05]"
7321,7321,per:title,"[0, 0.00013199018, 6.302111e-05, 0.0001922322, 0.9503289, 0.00019242002, 0.00239039, 7.691403e-05, 0.0025272216, 0.00014695838, 0.0009819726, 0.0007642943, 0.027223311, 0.0009269932, 0.0017815989, 0.0037901064, 0.0008813096, 0.0015201664, 0.00012338933, 0.00015967766, 8.546929e-05, 0.0035919063, 0.0002092783, 0.00011866236, 0.00026019683, 0.00030301494, 0.0004313024, 0.00037655619, 0.00014453875, 0.0002763027]"
7322,7322,per:place_of_death,"[0, 0.00030846824, 0.0010208555, 0.00040349885, 0.0008806235, 0.00018080864, 0.0022297534, 0.0016028974, 0.0006686766, 0.0007173853, 0.00043479764, 0.0135063585, 0.00070738496, 0.00049631204, 0.00050511345, 0.0022637614, 0.0005234427, 0.0013481282, 0.00019492883, 0.00038804108, 7.283959e-05, 0.00042555586, 0.000337795, 0.0007047992, 0.016228262, 0.00030606776, 0.005964217, 0.9450213, 0.000865015, 0.0016929972]"
7323,7323,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7324,7324,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7325,7325,per:place_of_residence,"[0, 0.00073140167, 0.0009547431, 0.00027747324, 0.001534079, 0.0001899609, 0.087949105, 0.0008416327, 0.00036260087, 0.00045859427, 0.0011455409, 0.83118474, 0.00094200874, 0.0005534404, 0.0015742974, 0.034915477, 0.00060694566, 0.00055750884, 0.00021992855, 0.00024083763, 0.00017448823, 0.00018143907, 0.00032790264, 0.0007169049, 0.00066173496, 0.00021546421, 0.022587199, 0.007913382, 0.00086033024, 0.0011208159]"
7326,7326,per:title,"[0, 0.0075618275, 0.0007852292, 0.00039842087, 0.6077914, 0.00028781375, 0.34766448, 0.000101130834, 0.0059877434, 0.0005319617, 0.00022240523, 0.001963971, 0.0015206062, 0.0003351765, 0.0043764506, 0.011734886, 0.00045656876, 0.00030103768, 0.0003248642, 0.0005288538, 0.0001598799, 0.00039803196, 0.00032518164, 0.00090500765, 0.0007207428, 0.00047964955, 0.00077418855, 0.00061138783, 0.0005472423, 0.0022038433]"
7327,7327,per:employee_of,"[0, 0.00015941141, 9.257613e-05, 0.0002211048, 0.0017899543, 0.00043068838, 0.91552234, 9.212519e-05, 0.0024299095, 0.00016894848, 0.00013417233, 0.00034895242, 0.06923202, 0.000134566, 0.0008956616, 0.005307411, 0.00033669214, 0.00015933358, 0.00018710025, 0.00013641838, 0.000111668116, 0.00022546572, 0.0001466417, 0.00021863557, 0.00013170576, 0.00036232197, 0.00042979553, 0.00014282571, 0.00016319174, 0.00028823424]"
7328,7328,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7329,7329,per:title,"[0, 7.4292286e-05, 3.1395954e-05, 5.6629087e-05, 0.9954367, 8.919888e-05, 0.00072440517, 2.400169e-05, 0.00019087344, 3.564583e-05, 9.064781e-05, 0.00012941974, 0.00026649376, 0.00016446286, 0.00082972395, 0.00063928537, 0.00011666436, 0.00019935113, 3.9533472e-05, 3.5161804e-05, 4.6445544e-05, 0.00034876345, 5.874135e-05, 5.0662937e-05, 6.120076e-05, 5.5101613e-05, 5.613355e-05, 5.5696713e-05, 4.346145e-05, 5.0048253e-05]"
